NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado
MWAUGB0MC30,22,110,UYAN52757953760043,NLEX87165205818594,876.15,1651714824.265883,1657158024.265885,012-91-9895,aceptado
FNAPGB8GLUA,22,110,UYAN52757953760043,CWFX37513932646057,688.56,1653356424.265905,1658108424.265907,012-91-9895,pendiente
LMXVGB5TFXW,22,110,UYAN52757953760043,AWBX75698319457028,710.89,1650678024.265928,1657590024.265929,012-91-9895,aceptado
GERWGBGRMZY,22,110,UYAN52757953760043,HDKD51732228718922,348.58,1650505224.265956,1658281224.265957,012-91-9895,aceptado
BCVUGBVUV2Y,22,110,UYAN52757953760043,PHTD18123597157993,220.68,1651282824.265978,1657417224.265979,012-91-9895,aceptado
IKPMGBPP7IF,22,110,UYAN52757953760043,HUAS53965511614997,959.44,1650159624.266013,1657935624.266015,012-91-9895,pendiente
ETRYGBAORAT,22,110,XTDJ13846797926776,MGQL62747965050989,489.98,1651974024.266035,1658540424.266037,012-91-9895,aceptado
DGRNGBT2KXP,22,110,XTDJ13846797926776,PQBL37169178926670,699.87,1650937224.266073,1657762824.266075,012-91-9895,aceptado
PKYAGBZ0CDQ,22,110,XTDJ13846797926776,KUVY00709314990494,542.57,1652492424.266095,1657244424.266097,012-91-9895,rechazado
PCAJGBP6TX6,57,166,EBXV11555848573903,NFLC27145255441260,56.99,1651282824.266377,1658540424.266378,861-37-8370,rechazado
QJFRGB760BA,57,166,EBXV11555848573903,VKOQ06069149203780,859.1,1651628424.266399,1657676424.266401,861-37-8370,pendiente
YRPCGBXDTNV,57,166,EBXV11555848573903,VVNT71676475468714,553.18,1653010824.266422,1657244424.266423,861-37-8370,pendiente
RNZTGBZD0T3,57,166,EBXV11555848573903,QKNV52542778304685,324.31,1653183624.266444,1658022024.266445,861-37-8370,aceptado
QYLHGBZKFCZ,57,166,EBXV11555848573903,TTNK92980713681512,569.49,1650418824.266469,1657244424.266471,861-37-8370,pendiente
IYLXGBQF2YB,57,166,EBXV11555848573903,LDES04671274080585,561.64,1652406024.266491,1658367624.266493,861-37-8370,pendiente
ZVKWGB2EYUA,57,166,EBXV11555848573903,ETZO48282671829848,36.2,1652406024.266513,1657762824.266515,861-37-8370,pendiente
AAKFGBK6IQ1,57,166,EBXV11555848573903,UJLP29268219556800,671.07,1650678024.266535,1658108424.266537,861-37-8370,aceptado
HIOIGB1G1W7,57,166,EBXV11555848573903,UZJF79839975896975,674.78,1653010824.266558,1658799624.266559,861-37-8370,pendiente
FFYBGBY3B9U,57,166,EBXV11555848573903,OVGK96836773802168,472.28,1651801224.266579,1658626824.266581,861-37-8370,rechazado
ISKQGBW59X5,57,166,EBXV11555848573903,KQWZ10570468406845,782.29,1651628424.266601,1657762824.266603,861-37-8370,aceptado
AAUCGBLP20D,57,166,EBXV11555848573903,BDAE95767197885658,726.0,1651282824.266623,1657417224.266625,861-37-8370,aceptado
JYPAGB8JH0A,57,166,EBXV11555848573903,PZEP85973267821705,46.57,1653010824.266645,1658194824.266647,861-37-8370,rechazado
LOMBGBGPPWF,57,166,EBXV11555848573903,NNMI26282097514042,422.45,1651023624.266667,1657503624.266669,861-37-8370,rechazado
ZILRGB2R7XY,57,166,EBXV11555848573903,UYXJ45519319219744,364.81,1650764424.266689,1657935624.266691,861-37-8370,aceptado
VXMIGBAPWNU,57,166,EBXV11555848573903,MSPN23617458235754,208.08,1652751624.266711,1658281224.266713,861-37-8370,aceptado
QBIQGBUULJK,57,166,EBXV11555848573903,GFWF64551909455437,725.76,1650937224.266733,1657676424.266735,861-37-8370,aceptado
HPHGGB4PRRK,57,166,EBXV11555848573903,DQUM96570055273705,474.14,1652406024.266756,1658108424.266757,861-37-8370,aceptado
RCLWGBIIRP4,57,166,EBXV11555848573903,WOSK66738341899828,352.31,1653097224.266781,1658108424.266783,861-37-8370,rechazado
EGBWGBZ9Q36,57,166,EBXV11555848573903,ALUG88192627926118,656.4,1652578824.266804,1658713224.266806,861-37-8370,aceptado
KYBDGBZVZGY,81,206,VQMD73356884594661,JSYP43584655019982,463.9,1652492424.267085,1658022024.267086,167-64-7453,aceptado
BVXQGB34KJH,81,206,VQMD73356884594661,RDOS14842531539148,387.04,1652233224.267107,1658799624.267109,167-64-7453,aceptado
AJDQGBDT4UB,81,206,VQMD73356884594661,MMHU03101829996253,14.81,1651628424.267129,1658713224.267131,167-64-7453,pendiente
BGHYGBP1Y77,81,206,VQMD73356884594661,DQMR54300700606846,567.89,1653270024.267151,1657417224.267153,167-64-7453,rechazado
ANFQGB2ER03,81,206,VQMD73356884594661,ACGN37900690353753,499.89,1650850824.267174,1657762824.267175,167-64-7453,aceptado
GAACGBL8K6C,81,206,VQMD73356884594661,NXQO87804321129627,731.59,1651023624.267196,1657417224.267197,167-64-7453,rechazado
RBZDGB77JCV,81,206,VQMD73356884594661,DNAO58502618880774,253.61,1653356424.267218,1658454024.26722,167-64-7453,pendiente
YXOFGB57S0M,81,206,VQMD73356884594661,FACD19527165425864,796.67,1652751624.26724,1657935624.267241,167-64-7453,aceptado
GNGCGBE5Q9S,81,206,VQMD73356884594661,MLWR00732462670191,898.05,1653615624.267262,1658799624.267263,167-64-7453,aceptado
INEMGBSPJ0Q,81,206,VQMD73356884594661,BLSY84332263918631,962.25,1651887624.267284,1657244424.267285,167-64-7453,aceptado
OJFAGBCOIHB,81,206,VQMD73356884594661,DKJM60994478624130,987.59,1650764424.267306,1658713224.267308,167-64-7453,aceptado
UVYVGB4M5IP,81,206,VQMD73356884594661,NDRN46323584761128,5.32,1652751624.267339,1658454024.267341,167-64-7453,rechazado
VMKPGBMDI4P,81,206,VQMD73356884594661,PJNW83420994139845,651.16,1652665224.267362,1658194824.267364,167-64-7453,aceptado
BHGHGBY6L3C,81,206,VQMD73356884594661,DGWD87728925932753,581.48,1652838024.267385,1658713224.267386,167-64-7453,rechazado
BMPBGBUOFKW,81,206,VQMD73356884594661,WJBZ13023336341603,135.81,1653356424.267406,1658367624.267408,167-64-7453,aceptado
WYPCGBUUOA0,81,206,VQMD73356884594661,OFBI97439442111431,530.07,1651628424.267428,1658281224.267432,167-64-7453,pendiente
COSCGB5BQEN,81,206,VQMD73356884594661,BGTL98244412382684,786.94,1652665224.267452,1658799624.267453,167-64-7453,aceptado
SKHZGBKDTQC,81,206,VQMD73356884594661,JMCB00447840262077,212.68,1652665224.267474,1658022024.267475,167-64-7453,rechazado
FZLJGB24IOC,81,206,KTMH21644367070513,UNDF34373558876621,991.58,1653097224.267496,1657330824.267497,167-64-7453,rechazado
OQBQGBPVIEF,81,206,KTMH21644367070513,HQUI46154666384677,184.23,1652838024.267533,1657158024.267535,167-64-7453,rechazado
PKYOGB4NM7E,60,289,AVWU04480904239674,TYZE49438717484948,477.79,1650850824.267808,1658454024.26781,212-28-3779,aceptado
AJRVGB6GFE6,60,289,AVWU04480904239674,VXDG02394667893896,475.68,1650678024.26783,1657849224.267832,212-28-3779,pendiente
UYVVGBS6WJX,60,289,AVWU04480904239674,MKOU16213575981766,578.08,1650246024.267852,1658108424.267854,212-28-3779,rechazado
GSWJGBDIMPP,60,289,AVWU04480904239674,AIPH66105563103493,506.33,1653529224.267874,1658281224.267876,212-28-3779,aceptado
YVHPGBSO0VK,60,289,AVWU04480904239674,SFQZ87274606785036,340.08,1651801224.267896,1658194824.267898,212-28-3779,pendiente
RHHRGB0ZFCO,60,289,AVWU04480904239674,FLCY57583777479374,709.0,1651974024.267919,1657244424.26792,212-28-3779,rechazado
ZBXOGBYWBKF,60,289,AVWU04480904239674,ARFG97102580217906,175.82,1652233224.267941,1657935624.267943,212-28-3779,aceptado
UVARGB42FGO,60,289,AVWU04480904239674,BFIX98554534143462,448.75,1652406024.267964,1658713224.267966,212-28-3779,rechazado
CCCVGBOKBGC,60,289,AVWU04480904239674,XVKR71350301068174,84.21,1651887624.267986,1657590024.267987,212-28-3779,pendiente
BYZGGBVJRWX,60,289,AVWU04480904239674,ESPU92499269717334,558.59,1650591624.268008,1657330824.268009,212-28-3779,aceptado
ONKQGBJEDO8,60,289,AVWU04480904239674,JUKW84447400167046,17.05,1652665224.26803,1658713224.268032,212-28-3779,rechazado
BLWGGBW3VAE,60,289,AVWU04480904239674,ISTR38028065329292,530.18,1651369224.268052,1657590024.268053,212-28-3779,pendiente
BOGMGBWOGSH,60,289,AVWU04480904239674,GAUB98063551229101,806.96,1652060424.268074,1657244424.268075,212-28-3779,rechazado
LNESGBRL9EB,60,289,AVWU04480904239674,BEMY95205308307955,578.85,1652319624.268097,1657590024.268098,212-28-3779,rechazado
FWMYGBBIPG4,60,289,AVWU04480904239674,VRXE54928637964115,411.85,1653010824.268119,1657590024.268121,212-28-3779,aceptado
MGXLGBK4XXO,60,289,AVWU04480904239674,UBBI33971260747604,928.69,1653356424.268141,1658799624.268143,212-28-3779,pendiente
NKFYGBK8SJ7,60,289,AVWU04480904239674,EPJJ50636754485349,583.09,1653183624.268163,1658367624.268165,212-28-3779,pendiente
LVCWGBH69E9,60,289,AVWU04480904239674,MVAJ00287012348805,34.1,1650678024.268185,1657849224.268187,212-28-3779,rechazado
HFRYGB6JFPZ,60,289,AVWU04480904239674,IBVP97368532923108,105.06,1652060424.268207,1658367624.268209,212-28-3779,pendiente
KDXOGB8UN3Y,60,289,AVWU04480904239674,RXDB80509884617945,613.49,1651455624.26823,1657676424.268231,212-28-3779,pendiente
VJTDGBKYYC4,69,251,ROLN42481912633121,DVVL09787163271038,820.1,1651282824.268506,1657590024.268508,286-77-9771,rechazado
QEGWGBPNMZP,69,251,ROLN42481912633121,IPEC05547255571058,552.16,1651455624.268528,1657762824.26853,286-77-9771,pendiente
UBSKGBWBHBP,69,251,ROLN42481912633121,RAFN27655058349507,469.86,1651023624.268551,1657244424.268552,286-77-9771,aceptado
YYPUGB80VSH,69,251,ARCJ09043902124122,PWHV20328712326730,537.74,1652924424.268599,1657676424.268602,286-77-9771,aceptado
AZEXGBE59AF,69,251,ARCJ09043902124122,TNHU94353025280850,898.16,1650764424.268655,1657935624.268657,286-77-9771,pendiente
ZTRUGB5QLRN,69,251,ARCJ09043902124122,REIF75853936914499,651.49,1650678024.268679,1657417224.26868,286-77-9771,rechazado
FBGSGBMW4KI,69,251,ARCJ09043902124122,YNSU04469686599141,981.02,1652319624.268701,1657244424.268703,286-77-9771,pendiente
TDZJGBB60BM,69,251,ARCJ09043902124122,JQBW61834520503760,518.85,1650159624.268724,1658281224.268726,286-77-9771,aceptado
QKFXGBXVPN2,69,251,ARCJ09043902124122,XBOD88844755599694,258.81,1650764424.268748,1657762824.268749,286-77-9771,pendiente
TWWWGB6PWX3,69,251,ARCJ09043902124122,OWAZ76162955326377,570.12,1651110024.26877,1658713224.268772,286-77-9771,aceptado
PPWQGBC9OUY,69,251,ARCJ09043902124122,CQFT66012931132802,692.62,1651974024.268792,1658367624.268794,286-77-9771,rechazado
UJPVGBWDV0J,69,251,ARCJ09043902124122,KTQF97517210161320,766.41,1653183624.268818,1657071624.26882,286-77-9771,aceptado
SYTOGBBXDA7,69,251,ARCJ09043902124122,GXPG14429162007325,882.96,1653615624.268841,1658367624.268842,286-77-9771,pendiente
FGYTGBDYOEP,69,251,ARCJ09043902124122,WNWZ46223872623113,447.46,1651801224.268863,1657935624.268864,286-77-9771,pendiente
FRJVGBCF2OK,69,251,ARCJ09043902124122,ZNKZ35027522647853,28.6,1651023624.268885,1658540424.268887,286-77-9771,rechazado
BULYGBY24G3,69,251,ARCJ09043902124122,OXJR19342468592641,87.32,1653615624.268908,1657417224.268909,286-77-9771,aceptado
DBMBGBP0K5U,69,251,ARCJ09043902124122,NXWW43354984034646,691.32,1653183624.268931,1658281224.268933,286-77-9771,pendiente
NZMBGBN4Z05,69,251,ARCJ09043902124122,QLHK39954677125323,415.73,1650332424.268953,1658540424.268955,286-77-9771,pendiente
HPEXGB2JYHM,69,251,ARCJ09043902124122,JUQK24342199008651,19.95,1650246024.268975,1657417224.268977,286-77-9771,pendiente
WYRGGBSHAL0,69,251,ARCJ09043902124122,CUBI76795492200078,36.25,1650937224.268998,1658022024.268999,286-77-9771,aceptado
VZFKGBA8IRT,26,189,HNNJ14551587641190,NEOW17655189559921,592.79,1652578824.269298,1657417224.269301,673-46-0602,aceptado
TZFVGBDRJUD,26,189,HNNJ14551587641190,ECZJ06055577028227,284.15,1651714824.269322,1658194824.269324,673-46-0602,rechazado
NZNRGBBBT9E,26,189,HNNJ14551587641190,DWLB14395546060206,57.27,1653529224.269345,1658022024.269347,673-46-0602,aceptado
GDBSGBZHCBB,26,189,HNNJ14551587641190,YLEW37389747292039,659.13,1652751624.26937,1657849224.269371,673-46-0602,aceptado
YJORGBXBFDO,26,189,HNNJ14551587641190,VWIM36623838273160,419.27,1651369224.269393,1657935624.269395,673-46-0602,pendiente
HYOLGBMIF31,26,189,HNNJ14551587641190,AZVK74813318001900,324.83,1653097224.269418,1657676424.26942,673-46-0602,pendiente
JCZQGBW26FK,26,189,HNNJ14551587641190,NNJC44248969785553,366.69,1651628424.269441,1657849224.269442,673-46-0602,aceptado
LHGHGBIJDD7,26,189,HNNJ14551587641190,RLXP47931048406318,628.33,1652492424.269463,1658281224.269465,673-46-0602,pendiente
BFOXGBZLGWO,26,189,HNNJ14551587641190,IDJT38044232834907,171.48,1651110024.269485,1658799624.269486,673-46-0602,pendiente
OVQOGBQIDOY,26,189,HNNJ14551587641190,IQHO83745969912307,960.33,1653097224.269507,1658108424.269509,673-46-0602,rechazado
BSFUGB1KUI3,26,189,HNNJ14551587641190,UNOR40034324964656,969.91,1651974024.269529,1658540424.269531,673-46-0602,pendiente
AZMLGBAKWIM,26,189,HNNJ14551587641190,OFBS90496573183290,353.18,1650764424.269552,1657590024.269553,673-46-0602,aceptado
HJFCGBOEIEW,26,189,HNNJ14551587641190,YZXV07449416164408,970.89,1653010824.269573,1657503624.269575,673-46-0602,rechazado
SYLVGB7IULN,26,189,HNNJ14551587641190,MODH55177623998723,279.08,1652665224.269598,1658281224.2696,673-46-0602,rechazado
LVDRGBB7NJB,26,189,HNNJ14551587641190,SIOU36438706505605,276.52,1650937224.269624,1657590024.269625,673-46-0602,pendiente
HLUKGBLVMLU,26,189,HNNJ14551587641190,STTE25750849835951,795.9,1650678024.269645,1657590024.269647,673-46-0602,rechazado
EKMGGBE0K2T,26,189,HNNJ14551587641190,NFHI32641792891450,429.63,1651023624.269667,1658626824.269669,673-46-0602,pendiente
QWMUGBN8440,26,189,HNNJ14551587641190,BYTX28376166480174,941.88,1651974024.26969,1658454024.269691,673-46-0602,rechazado
HDLXGBJOPME,26,189,HNNJ14551587641190,PLBU00064782184737,800.38,1653183624.269733,1657244424.269735,673-46-0602,aceptado
VINIGBALFQU,26,189,HNNJ14551587641190,FBEK24438801577642,899.05,1651455624.269757,1657244424.26976,673-46-0602,rechazado
KUELGBQ5LX3,21,233,FREI16968948658878,SIVL42504053970009,901.42,1650159624.27004,1658454024.270042,413-33-0549,rechazado
POZCGBNQLXD,21,233,FREI16968948658878,VHAB78115817021011,408.53,1650850824.270063,1658454024.270065,413-33-0549,aceptado
PXRAGB048AF,21,233,FREI16968948658878,SAOW40376350890709,139.45,1651282824.270085,1657244424.270087,413-33-0549,rechazado
RWILGBXJ5O9,21,233,FREI16968948658878,WYPD33804687951902,547.7,1651196424.270107,1658713224.270109,413-33-0549,rechazado
INJBGBPDUY4,21,233,FREI16968948658878,CNRR14752683998556,435.28,1652578824.27013,1657071624.270132,413-33-0549,rechazado
UYEMGBI3RA8,21,233,FREI16968948658878,JUVN41956683857695,147.04,1652751624.270153,1657676424.270154,413-33-0549,pendiente
RNDJGBY8JOS,21,233,FREI16968948658878,GQPE16985804018642,726.24,1651196424.270174,1657935624.270176,413-33-0549,pendiente
SOJJGBXM110,21,233,FREI16968948658878,SHPT11803596329430,301.85,1652406024.270199,1658022024.270201,413-33-0549,pendiente
ZMFUGBKBW2J,21,233,FREI16968948658878,RYCZ32093513598307,856.35,1651110024.270222,1658799624.270224,413-33-0549,aceptado
OKBFGB4S7KQ,21,233,FREI16968948658878,EFJH75351851868119,523.65,1651282824.270244,1657935624.270246,413-33-0549,aceptado
ORABGBAVIFT,21,233,FREI16968948658878,ZHCD58816253398378,183.16,1651628424.270266,1657849224.270267,413-33-0549,pendiente
MGAKGBF6WUE,21,233,FREI16968948658878,TYJP40447817744406,324.34,1651455624.270291,1658022024.270293,413-33-0549,rechazado
EMOJGB61NIJ,21,233,FREI16968948658878,NFNJ18503809464578,728.95,1651110024.270313,1657071624.270315,413-33-0549,rechazado
RFFDGBEAO9S,21,233,FREI16968948658878,NQAR66279381984417,810.19,1651714824.270335,1657158024.270336,413-33-0549,pendiente
DHYQGBWIDCE,21,233,FREI16968948658878,NSIN47081498279103,597.71,1650591624.270357,1657071624.270358,413-33-0549,rechazado
MGEGGB7RNY6,21,233,FREI16968948658878,JDTO36694446870551,233.9,1651196424.270379,1658108424.27038,413-33-0549,aceptado
WRGEGB0S92C,21,233,FREI16968948658878,BUCJ06829656393034,222.58,1650332424.270404,1657590024.270405,413-33-0549,pendiente
ESAIGB6Z5GJ,21,233,FREI16968948658878,WNMK59917296144244,612.7,1653010824.270425,1658540424.270427,413-33-0549,pendiente
RHHHGB9Y2I8,21,233,FREI16968948658878,EZGI60398803632821,918.08,1653097224.270447,1658713224.270449,413-33-0549,rechazado
INOLGBZ7LCY,21,233,FREI16968948658878,OEGN06540564620420,946.35,1651110024.270469,1657762824.270471,413-33-0549,rechazado
PRQFGB6SV6N,69,145,KJNS51125628444538,CJGA61530412587537,956.59,1652319624.270744,1658367624.270746,570-56-6663,aceptado
LNXVGBU8YAD,69,145,KJNS51125628444538,BGRX78638682661678,126.0,1652578824.270766,1657330824.270768,570-56-6663,rechazado
WOILGBPAPZX,69,145,KJNS51125628444538,BYJA69372291173926,225.85,1652751624.270789,1657244424.27079,570-56-6663,pendiente
EPPPGBYCF7V,69,145,TNRQ42254718574098,VEAV53958720612867,824.15,1651628424.270811,1658713224.270812,570-56-6663,pendiente
WDDCGBDN4GC,69,145,TNRQ42254718574098,OJUJ91067853359010,522.54,1650418824.270849,1657676424.270851,570-56-6663,pendiente
HMIKGB91BZK,69,145,TNRQ42254718574098,ZPHB37166111041360,355.12,1652233224.270872,1658713224.270873,570-56-6663,aceptado
LJEKGBGJ2PN,69,145,TNRQ42254718574098,ILZQ77425087365394,966.58,1652233224.270893,1657417224.270895,570-56-6663,aceptado
FLDXGBPNM4I,69,145,TNRQ42254718574098,POWM02105860602584,483.53,1653615624.270916,1657244424.270918,570-56-6663,pendiente
OYVZGBYDBPN,69,145,TNRQ42254718574098,RFWM02350551437039,379.42,1652751624.270938,1658108424.27094,570-56-6663,rechazado
CJMLGBQHES3,69,145,TNRQ42254718574098,PICE99291036883864,777.68,1653183624.27096,1657849224.270962,570-56-6663,rechazado
VXIBGBFX4PF,69,145,TNRQ42254718574098,KHHX20496467748518,831.57,1652751624.270982,1658022024.270986,570-56-6663,rechazado
YYPCGBXWNI0,69,145,TNRQ42254718574098,EEQG86590916798574,316.54,1653442824.271006,1657330824.271007,570-56-6663,pendiente
NYWMGBK2ZQA,69,145,TNRQ42254718574098,IKET19598513004276,32.63,1650418824.271028,1658194824.271031,570-56-6663,aceptado
IUMNGBZAU62,69,145,TNRQ42254718574098,JXJA26273791329932,706.58,1653097224.271052,1658540424.271054,570-56-6663,rechazado
ZYCCGBPNVFF,69,145,TNRQ42254718574098,UDBZ35868567767110,350.27,1651801224.271075,1658367624.271077,570-56-6663,pendiente
LKALGB10LI5,69,145,TNRQ42254718574098,OVND44871168898475,801.54,1652406024.2711,1657935624.271102,570-56-6663,aceptado
WZDJGBPI06X,69,145,TNRQ42254718574098,DBHH71773100016715,833.72,1651110024.271123,1658713224.271124,570-56-6663,pendiente
PJDJGB81LT8,69,145,TNRQ42254718574098,BOZM52612531664022,506.48,1652492424.271146,1657417224.271148,570-56-6663,pendiente
SYKTGBPPUNS,69,145,JZMS02053292333189,JGJB28006738139409,909.25,1650246024.27117,1657849224.271172,570-56-6663,aceptado
DJKZGBP0ET6,69,145,JZMS02053292333189,TCTN10668659005069,900.75,1651628424.271212,1658454024.271214,570-56-6663,rechazado
TSPQGB4MTGK,36,49,YQQI98826721264981,ICTS32796826570988,542.46,1650332424.2715,1657935624.271501,064-77-7982,aceptado
BBUCGB51KA2,36,49,YQQI98826721264981,YWDM64145921220432,743.75,1653356424.27154,1657590024.271542,064-77-7982,aceptado
NROVGB1LE4Y,36,49,YQQI98826721264981,XQUN32633898610202,581.46,1653010824.271563,1657071624.271565,064-77-7982,pendiente
VAZFGBBN6EY,36,49,YQQI98826721264981,EPYQ48042467275986,829.56,1650246024.271586,1657417224.271588,064-77-7982,rechazado
GFKBGB39VZD,36,49,YQQI98826721264981,JWKM27703392465328,787.5,1653615624.271609,1657244424.271611,064-77-7982,rechazado
LDMLGB3GYGA,36,49,YQQI98826721264981,MZBM87885835818622,285.9,1651369224.271632,1657071624.271634,064-77-7982,pendiente
UDUTGBIL23K,36,49,YQQI98826721264981,MAIF26872424204238,315.23,1652233224.271655,1657590024.271657,064-77-7982,rechazado
UERGGBO1Z2W,36,49,YQQI98826721264981,HTUF57669255341633,814.79,1650764424.271678,1657849224.27168,064-77-7982,aceptado
KSYDGBPW6YA,36,49,YQQI98826721264981,RHNP44635167589717,764.88,1652751624.271701,1658454024.271702,064-77-7982,pendiente
HJDVGBTQ9K2,36,49,YQQI98826721264981,BRJK09913345969825,497.13,1653615624.271723,1657330824.271725,064-77-7982,rechazado
SNUUGBOLL3E,36,49,YQQI98826721264981,PORS68156639331870,450.67,1651974024.271746,1657590024.271747,064-77-7982,aceptado
WXMTGBUHOPG,36,49,YQQI98826721264981,XPXY55881910816838,582.24,1650332424.271768,1657503624.27177,064-77-7982,rechazado
FVTMGBLHSI4,36,49,YQQI98826721264981,TGEX50299838182577,932.83,1650937224.271792,1658799624.271793,064-77-7982,aceptado
YGWGGB8O9MM,36,49,YQQI98826721264981,LOZT62707531372635,218.0,1650591624.271814,1657849224.271816,064-77-7982,pendiente
IYVUGB6K4VH,36,49,YQQI98826721264981,XFJW71544880999677,691.96,1652319624.271836,1657762824.271838,064-77-7982,pendiente
NUVZGB4ZBY0,36,49,YQQI98826721264981,MXRZ02609682169285,583.96,1652060424.271859,1658713224.271861,064-77-7982,rechazado
YBVWGBB4916,36,49,YQQI98826721264981,OORL73437818218887,867.1,1651542024.271882,1657849224.271883,064-77-7982,aceptado
VRQXGBU74XT,36,49,YQQI98826721264981,CKLI69439022303560,221.95,1653442824.271904,1657762824.271906,064-77-7982,aceptado
CFCPGBGR813,36,49,YQQI98826721264981,QFPA57412951292689,560.0,1651887624.271927,1658194824.271928,064-77-7982,rechazado
QWDFGBVGYTH,36,49,YQQI98826721264981,QIXI19424395260024,326.81,1651369224.271949,1657590024.271951,064-77-7982,aceptado
DVQXGB8682W,100,36,RIVU49178641378102,ATSB47886179668695,526.92,1652146824.272246,1658799624.272247,145-14-8672,rechazado
DWTJGBWYIF2,100,36,RIVU49178641378102,KBYO92247117045930,315.41,1650591624.272269,1658540424.27227,145-14-8672,rechazado
JELVGBGZ1TB,100,36,RIVU49178641378102,SZAP04797861008027,418.11,1652319624.272292,1657935624.272294,145-14-8672,rechazado
ZRELGBTOKU7,100,36,RIVU49178641378102,YRLV31846552609085,940.67,1650764424.272314,1657849224.272316,145-14-8672,pendiente
YJPKGBJAQNY,100,36,RIVU49178641378102,QRQZ91290434974397,936.56,1652319624.272337,1658454024.272339,145-14-8672,pendiente
FMVWGBT5XLU,100,36,RIVU49178641378102,EUTU89209334557534,36.58,1652146824.272387,1658367624.272389,145-14-8672,pendiente
JGYZGB2MJ6L,100,36,RIVU49178641378102,SLJE74427617762679,553.71,1652319624.272413,1657071624.272415,145-14-8672,aceptado
VPWHGB0GQ6A,100,36,RIVU49178641378102,OTRE50013962604482,341.25,1652492424.272437,1657503624.272439,145-14-8672,aceptado
XVFYGB4I4WY,100,36,RIVU49178641378102,LJYI54846290287584,184.68,1653097224.272462,1658626824.272464,145-14-8672,rechazado
OJSPGB45E8Q,100,36,RIVU49178641378102,QECL06680366349971,257.99,1650159624.272485,1657935624.272487,145-14-8672,rechazado
USVRGBCEFAU,100,36,WAFG82183112671330,AXJE35211069132033,401.01,1651196424.272509,1658281224.272511,145-14-8672,aceptado
WCMUGBKALD1,100,36,WAFG82183112671330,IZLV70342399503927,400.83,1650678024.27255,1657762824.272551,145-14-8672,rechazado
KTWZGBF6ONQ,100,36,KUUX55175483112027,PBTH35488533298146,363.34,1651714824.272573,1657417224.272575,145-14-8672,aceptado
IPIPGBFIULJ,100,36,KUUX55175483112027,NTLY43398560281719,860.75,1650678024.272615,1658713224.272616,145-14-8672,pendiente
IPFEGBZYBS2,100,36,KUUX55175483112027,QIVW74957523584698,433.32,1651887624.272638,1657503624.27264,145-14-8672,aceptado
JKCYGB5GEND,100,36,KUUX55175483112027,NTLC30798754713511,562.15,1652924424.272662,1658194824.272664,145-14-8672,pendiente
BCKAGBRINIS,100,36,KUUX55175483112027,YROV59431126052848,316.82,1651369224.272686,1658108424.272687,145-14-8672,aceptado
TUQRGB2IW4Z,100,36,KUUX55175483112027,KJXK60572790981366,449.43,1653615624.272709,1657071624.272711,145-14-8672,aceptado
XGZBGB6QL26,100,36,KUUX55175483112027,TZAH41051928604133,814.7,1652665224.272732,1658626824.272734,145-14-8672,pendiente
IKBIGBGLYBS,100,36,KUUX55175483112027,KNIO07819284760098,908.14,1651455624.272755,1658626824.272757,145-14-8672,pendiente
UKPMGBYO67W,31,246,CZLJ04217815030911,LAIB34737391638325,60.37,1651455624.273044,1657676424.273045,545-61-8739,aceptado
DTQSGBBHOCU,31,246,CZLJ04217815030911,IPOF83601538842196,748.54,1651110024.273067,1658540424.273068,545-61-8739,aceptado
MITUGBTJOTN,31,246,CZLJ04217815030911,JEQG21800042970095,195.17,1651801224.27309,1658108424.273091,545-61-8739,rechazado
JRJNGBV612Q,31,246,CZLJ04217815030911,XOJL93119944349682,65.01,1651801224.273112,1658713224.273114,545-61-8739,aceptado
DONRGB43F4Q,31,246,CZLJ04217815030911,ADIE96535821534036,926.81,1652060424.273135,1657417224.273137,545-61-8739,rechazado
WPBPGB8OSWO,31,246,SDSN80627396310445,MRCF98135256329309,992.5,1650850824.273158,1657935624.27316,545-61-8739,aceptado
UBAYGBHZLYJ,31,246,SDSN80627396310445,WCXX72660123364515,756.36,1652665224.273198,1657330824.273199,545-61-8739,rechazado
UAIMGBCWC4O,31,246,SDSN80627396310445,NTYA10630049362249,527.31,1651110024.273221,1657503624.273223,545-61-8739,aceptado
GKJGGBOK02W,31,246,SDSN80627396310445,GVZM59014055471941,82.07,1651974024.273245,1657330824.273247,545-61-8739,pendiente
QFFEGBYIHAW,31,246,SDSN80627396310445,DCZC58198970895521,764.04,1651714824.273269,1657849224.27327,545-61-8739,pendiente
LDVWGBJ2HRH,31,246,SDSN80627396310445,LQXD89533489656429,264.9,1651801224.273292,1658454024.273294,545-61-8739,pendiente
WHCQGBOA3AK,31,246,SDSN80627396310445,KYOQ06586473767203,610.84,1650505224.273335,1658367624.273336,545-61-8739,pendiente
QUBYGBE7HOT,31,246,SDSN80627396310445,ERRE31750769513841,32.62,1651801224.273359,1658281224.273361,545-61-8739,aceptado
SGMZGB2ZJQJ,31,246,SDSN80627396310445,OVEV62790365385483,798.29,1651369224.273382,1657935624.273384,545-61-8739,pendiente
HVFAGBHHM1Z,31,246,SDSN80627396310445,ZKIL98197024998852,596.3,1653097224.273407,1657935624.273408,545-61-8739,aceptado
